fill	x	y	group	xmin	xmax	ymin	ymax
#183550	28	30	-1	27.5	28.5	29.5	30.5
#1A3854	29	30	-1	28.5	29.5	29.5	30.5
#193652	30	30	-1	29.5	30.5	29.5	30.5
#17334E	31	30	-1	30.5	31.5	29.5	30.5
#1A3854	32	30	-1	31.5	32.5	29.5	30.5
#193652	33	30	-1	32.5	33.5	29.5	30.5
#153049	34	30	-1	33.5	34.5	29.5	30.5
#142D46	35	30	-1	34.5	35.5	29.5	30.5
#16314B	36	30	-1	35.5	36.5	29.5	30.5
#142D46	37	30	-1	36.5	37.5	29.5	30.5
#152E47	38	30	-1	37.5	38.5	29.5	30.5
#142D46	39	30	-1	38.5	39.5	29.5	30.5
#132C44	40	30	-1	39.5	40.5	29.5	30.5
#132C44	41	30	-1	40.5	41.5	29.5	30.5
#142D45	42	30	-1	41.5	42.5	29.5	30.5
#142D46	22	31	-1	21.5	22.5	30.5	31.5
#142D45	24	31	-1	23.5	24.5	30.5	31.5
#132C44	25	31	-1	24.5	25.5	30.5	31.5
#152F48	26	31	-1	25.5	26.5	30.5	31.5
#183550	27	31	-1	26.5	27.5	30.5	31.5
#17344F	28	31	-1	27.5	28.5	30.5	31.5
#17324D	29	31	-1	28.5	29.5	30.5	31.5
#1B3B59	30	31	-1	29.5	30.5	30.5	31.5
#1A3854	31	31	-1	30.5	31.5	30.5	31.5
#193753	32	31	-1	31.5	32.5	30.5	31.5
#17344F	33	31	-1	32.5	33.5	30.5	31.5
#16314C	34	31	-1	33.5	34.5	30.5	31.5
#153049	35	31	-1	34.5	35.5	30.5	31.5
#152F48	36	31	-1	35.5	36.5	30.5	31.5
#142D46	37	31	-1	36.5	37.5	30.5	31.5
#142D46	38	31	-1	37.5	38.5	30.5	31.5
#132B43	40	31	-1	39.5	40.5	30.5	31.5
#132B43	42	31	-1	41.5	42.5	30.5	31.5
#132B43	43	31	-1	42.5	43.5	30.5	31.5
#132B43	20	32	-1	19.5	20.5	31.5	32.5
#132B43	22	32	-1	21.5	22.5	31.5	32.5
#152E47	24	32	-1	23.5	24.5	31.5	32.5
#132B43	25	32	-1	24.5	25.5	31.5	32.5
#153049	26	32	-1	25.5	26.5	31.5	32.5
#193753	27	32	-1	26.5	27.5	31.5	32.5
#16314B	28	32	-1	27.5	28.5	31.5	32.5
#17324D	29	32	-1	28.5	29.5	31.5	32.5
#17334E	30	32	-1	29.5	30.5	31.5	32.5
#1A3854	31	32	-1	30.5	31.5	31.5	32.5
#1A3956	32	32	-1	31.5	32.5	31.5	32.5
#193652	33	32	-1	32.5	33.5	31.5	32.5
#17344F	34	32	-1	33.5	34.5	31.5	32.5
#16314C	35	32	-1	34.5	35.5	31.5	32.5
#153049	36	32	-1	35.5	36.5	31.5	32.5
#152E47	37	32	-1	36.5	37.5	31.5	32.5
#132C44	38	32	-1	37.5	38.5	31.5	32.5
#132B43	39	32	-1	38.5	39.5	31.5	32.5
#142D45	40	32	-1	39.5	40.5	31.5	32.5
#132B43	41	32	-1	40.5	41.5	31.5	32.5
#132B43	42	32	-1	41.5	42.5	31.5	32.5
#132B43	43	32	-1	42.5	43.5	31.5	32.5
#132B43	22	33	-1	21.5	22.5	32.5	33.5
#152E47	25	33	-1	24.5	25.5	32.5	33.5
#142D46	26	33	-1	25.5	26.5	32.5	33.5
#153049	27	33	-1	26.5	27.5	32.5	33.5
#16314B	28	33	-1	27.5	28.5	32.5	33.5
#183550	29	33	-1	28.5	29.5	32.5	33.5
#193652	30	33	-1	29.5	30.5	32.5	33.5
#1A3854	31	33	-1	30.5	31.5	32.5	33.5
#17334E	32	33	-1	31.5	32.5	32.5	33.5
#183550	33	33	-1	32.5	33.5	32.5	33.5
#183551	34	33	-1	33.5	34.5	32.5	33.5
#152F48	35	33	-1	34.5	35.5	32.5	33.5
#152F48	36	33	-1	35.5	36.5	32.5	33.5
#142D45	37	33	-1	36.5	37.5	32.5	33.5
#142D45	38	33	-1	37.5	38.5	32.5	33.5
#152F48	39	33	-1	38.5	39.5	32.5	33.5
#142D45	40	33	-1	39.5	40.5	32.5	33.5
#132B43	43	33	-1	42.5	43.5	32.5	33.5
#132B43	44	33	-1	43.5	44.5	32.5	33.5
#132B43	22	34	-1	21.5	22.5	33.5	34.5
#132B43	23	34	-1	22.5	23.5	33.5	34.5
#132C44	25	34	-1	24.5	25.5	33.5	34.5
#17324D	26	34	-1	25.5	26.5	33.5	34.5
#152F48	27	34	-1	26.5	27.5	33.5	34.5
#17334E	28	34	-1	27.5	28.5	33.5	34.5
#193753	29	34	-1	28.5	29.5	33.5	34.5
#17334E	30	34	-1	29.5	30.5	33.5	34.5
#17344F	31	34	-1	30.5	31.5	33.5	34.5
#193753	32	34	-1	31.5	32.5	33.5	34.5
#16314B	33	34	-1	32.5	33.5	33.5	34.5
#183550	34	34	-1	33.5	34.5	33.5	34.5
#142D46	35	34	-1	34.5	35.5	33.5	34.5
#16314B	36	34	-1	35.5	36.5	33.5	34.5
#132B43	37	34	-1	36.5	37.5	33.5	34.5
#132C44	38	34	-1	37.5	38.5	33.5	34.5
#142D46	39	34	-1	38.5	39.5	33.5	34.5
#132B43	40	34	-1	39.5	40.5	33.5	34.5
#132B43	41	34	-1	40.5	41.5	33.5	34.5
#132C44	42	34	-1	41.5	42.5	33.5	34.5
#132B43	43	34	-1	42.5	43.5	33.5	34.5
#132B43	45	34	-1	44.5	45.5	33.5	34.5
#132C44	22	35	-1	21.5	22.5	34.5	35.5
#132C44	24	35	-1	23.5	24.5	34.5	35.5
#132B43	25	35	-1	24.5	25.5	34.5	35.5
#132B43	26	35	-1	25.5	26.5	34.5	35.5
#152E47	27	35	-1	26.5	27.5	34.5	35.5
#132C44	28	35	-1	27.5	28.5	34.5	35.5
#17334E	29	35	-1	28.5	29.5	34.5	35.5
#153049	30	35	-1	29.5	30.5	34.5	35.5
#152F48	31	35	-1	30.5	31.5	34.5	35.5
#17344F	32	35	-1	31.5	32.5	34.5	35.5
#17334E	33	35	-1	32.5	33.5	34.5	35.5
#153049	34	35	-1	33.5	34.5	34.5	35.5
#152E47	35	35	-1	34.5	35.5	34.5	35.5
#132C44	36	35	-1	35.5	36.5	34.5	35.5
#142D45	37	35	-1	36.5	37.5	34.5	35.5
#16314B	38	35	-1	37.5	38.5	34.5	35.5
#142D46	39	35	-1	38.5	39.5	34.5	35.5
#142D45	40	35	-1	39.5	40.5	34.5	35.5
#132B43	43	35	-1	42.5	43.5	34.5	35.5
#132B43	22	36	-1	21.5	22.5	35.5	36.5
#132B43	26	36	-1	25.5	26.5	35.5	36.5
#152E47	27	36	-1	26.5	27.5	35.5	36.5
#16314B	28	36	-1	27.5	28.5	35.5	36.5
#153049	29	36	-1	28.5	29.5	35.5	36.5
#17324D	30	36	-1	29.5	30.5	35.5	36.5
#152F48	31	36	-1	30.5	31.5	35.5	36.5
#153049	32	36	-1	31.5	32.5	35.5	36.5
#152F48	33	36	-1	32.5	33.5	35.5	36.5
#152F48	34	36	-1	33.5	34.5	35.5	36.5
#142D46	35	36	-1	34.5	35.5	35.5	36.5
#142D46	36	36	-1	35.5	36.5	35.5	36.5
#16314B	37	36	-1	36.5	37.5	35.5	36.5
#132C44	39	36	-1	38.5	39.5	35.5	36.5
#132B43	40	36	-1	39.5	40.5	35.5	36.5
#132C44	41	36	-1	40.5	41.5	35.5	36.5
#132B43	42	36	-1	41.5	42.5	35.5	36.5
#132B43	45	36	-1	44.5	45.5	35.5	36.5
#132B43	21	37	-1	20.5	21.5	36.5	37.5
#132B43	26	37	-1	25.5	26.5	36.5	37.5
#132B43	27	37	-1	26.5	27.5	36.5	37.5
#132B43	28	37	-1	27.5	28.5	36.5	37.5
#16314B	29	37	-1	28.5	29.5	36.5	37.5
#132B43	31	37	-1	30.5	31.5	36.5	37.5
#152E47	32	37	-1	31.5	32.5	36.5	37.5
#142D45	33	37	-1	32.5	33.5	36.5	37.5
#132C44	34	37	-1	33.5	34.5	36.5	37.5
#132B43	35	37	-1	34.5	35.5	36.5	37.5
#142D46	37	37	-1	36.5	37.5	36.5	37.5
#142D46	38	37	-1	37.5	38.5	36.5	37.5
#132B43	40	37	-1	39.5	40.5	36.5	37.5
#132B43	41	37	-1	40.5	41.5	36.5	37.5
#132C44	43	37	-1	42.5	43.5	36.5	37.5
#132B43	23	38	-1	22.5	23.5	37.5	38.5
#132B43	24	38	-1	23.5	24.5	37.5	38.5
#132B43	26	38	-1	25.5	26.5	37.5	38.5
#142D45	28	38	-1	27.5	28.5	37.5	38.5
#132C44	29	38	-1	28.5	29.5	37.5	38.5
#152F48	30	38	-1	29.5	30.5	37.5	38.5
#132C44	31	38	-1	30.5	31.5	37.5	38.5
#142D46	32	38	-1	31.5	32.5	37.5	38.5
#153049	33	38	-1	32.5	33.5	37.5	38.5
#152E47	34	38	-1	33.5	34.5	37.5	38.5
#16314B	35	38	-1	34.5	35.5	37.5	38.5
#132B43	36	38	-1	35.5	36.5	37.5	38.5
#142D46	37	38	-1	36.5	37.5	37.5	38.5
#132C44	38	38	-1	37.5	38.5	37.5	38.5
#132B43	39	38	-1	38.5	39.5	37.5	38.5
#132B43	40	38	-1	39.5	40.5	37.5	38.5
#132B43	41	38	-1	40.5	41.5	37.5	38.5
#132B43	44	38	-1	43.5	44.5	37.5	38.5
#132B43	48	38	-1	47.5	48.5	37.5	38.5
#132B43	25	39	-1	24.5	25.5	38.5	39.5
#132C44	27	39	-1	26.5	27.5	38.5	39.5
#142D45	29	39	-1	28.5	29.5	38.5	39.5
#132C44	30	39	-1	29.5	30.5	38.5	39.5
#132C44	31	39	-1	30.5	31.5	38.5	39.5
#132B43	33	39	-1	32.5	33.5	38.5	39.5
#142D45	34	39	-1	33.5	34.5	38.5	39.5
#132C44	35	39	-1	34.5	35.5	38.5	39.5
#142D45	36	39	-1	35.5	36.5	38.5	39.5
#132B43	37	39	-1	36.5	37.5	38.5	39.5
#132B43	41	39	-1	40.5	41.5	38.5	39.5
#132B43	43	39	-1	42.5	43.5	38.5	39.5
#132B43	48	39	-1	47.5	48.5	38.5	39.5
#132B43	27	40	-1	26.5	27.5	39.5	40.5
#132B43	30	40	-1	29.5	30.5	39.5	40.5
#132C44	31	40	-1	30.5	31.5	39.5	40.5
#142D45	32	40	-1	31.5	32.5	39.5	40.5
#132C44	33	40	-1	32.5	33.5	39.5	40.5
#132C44	34	40	-1	33.5	34.5	39.5	40.5
#142D45	35	40	-1	34.5	35.5	39.5	40.5
#132C44	36	40	-1	35.5	36.5	39.5	40.5
#132B43	37	40	-1	36.5	37.5	39.5	40.5
#132B43	39	40	-1	38.5	39.5	39.5	40.5
#132B43	40	40	-1	39.5	40.5	39.5	40.5
#132B43	26	41	-1	25.5	26.5	40.5	41.5
#142D45	31	41	-1	30.5	31.5	40.5	41.5
#132B43	32	41	-1	31.5	32.5	40.5	41.5
#132B43	36	41	-1	35.5	36.5	40.5	41.5
#132B43	38	41	-1	37.5	38.5	40.5	41.5
#132B43	41	41	-1	40.5	41.5	40.5	41.5
#132B43	27	42	-1	26.5	27.5	41.5	42.5
#132C44	30	42	-1	29.5	30.5	41.5	42.5
#132B43	33	42	-1	32.5	33.5	41.5	42.5
#142D45	34	42	-1	33.5	34.5	41.5	42.5
#132C44	38	42	-1	37.5	38.5	41.5	42.5
#132B43	39	42	-1	38.5	39.5	41.5	42.5
#132B43	40	42	-1	39.5	40.5	41.5	42.5
#132B43	28	43	-1	27.5	28.5	42.5	43.5
#132B43	34	43	-1	33.5	34.5	42.5	43.5
#132B43	38	43	-1	37.5	38.5	42.5	43.5
#132B43	41	43	-1	40.5	41.5	42.5	43.5
#132B43	44	43	-1	43.5	44.5	42.5	43.5
#132B43	31	44	-1	30.5	31.5	43.5	44.5
#132B43	30	45	-1	29.5	30.5	44.5	45.5
#132B43	36	45	-1	35.5	36.5	44.5	45.5
#132B43	48	48	-1	47.5	48.5	47.5	48.5
#132C44	38	50	-1	37.5	38.5	49.5	50.5
#142D46	50	50	-1	49.5	50.5	49.5	50.5
#132B43	19	20	-1	18.5	19.5	19.5	20.5
#132B43	32	20	-1	31.5	32.5	19.5	20.5
#132B43	35	20	-1	34.5	35.5	19.5	20.5
#132B43	34	21	-1	33.5	34.5	20.5	21.5
#132B43	34	22	-1	33.5	34.5	21.5	22.5
#132B43	38	22	-1	37.5	38.5	21.5	22.5
#132C44	30	23	-1	29.5	30.5	22.5	23.5
#132B43	31	23	-1	30.5	31.5	22.5	23.5
#132C44	35	23	-1	34.5	35.5	22.5	23.5
#132B43	36	23	-1	35.5	36.5	22.5	23.5
#132B43	28	24	-1	27.5	28.5	23.5	24.5
#132C44	29	24	-1	28.5	29.5	23.5	24.5
#132B43	30	24	-1	29.5	30.5	23.5	24.5
#132B43	32	24	-1	31.5	32.5	23.5	24.5
#132B43	33	24	-1	32.5	33.5	23.5	24.5
#132C44	34	24	-1	33.5	34.5	23.5	24.5
#132B43	20	25	-1	19.5	20.5	24.5	25.5
#132B43	27	25	-1	26.5	27.5	24.5	25.5
#132C44	30	25	-1	29.5	30.5	24.5	25.5
#142D45	31	25	-1	30.5	31.5	24.5	25.5
#152E47	33	25	-1	32.5	33.5	24.5	25.5
#132B43	36	25	-1	35.5	36.5	24.5	25.5
#132C44	37	25	-1	36.5	37.5	24.5	25.5
#132B43	38	25	-1	37.5	38.5	24.5	25.5
#132B43	39	25	-1	38.5	39.5	24.5	25.5
#132C44	24	26	-1	23.5	24.5	25.5	26.5
#132B43	27	26	-1	26.5	27.5	25.5	26.5
#142D45	28	26	-1	27.5	28.5	25.5	26.5
#142D46	29	26	-1	28.5	29.5	25.5	26.5
#142D46	30	26	-1	29.5	30.5	25.5	26.5
#142D46	31	26	-1	30.5	31.5	25.5	26.5
#132C44	32	26	-1	31.5	32.5	25.5	26.5
#132B43	33	26	-1	32.5	33.5	25.5	26.5
#142D46	34	26	-1	33.5	34.5	25.5	26.5
#142D45	35	26	-1	34.5	35.5	25.5	26.5
#132B43	39	26	-1	38.5	39.5	25.5	26.5
#142D45	41	26	-1	40.5	41.5	25.5	26.5
#142D46	27	27	-1	26.5	27.5	26.5	27.5
#132B43	28	27	-1	27.5	28.5	26.5	27.5
#142D45	29	27	-1	28.5	29.5	26.5	27.5
#142D45	30	27	-1	29.5	30.5	26.5	27.5
#142D46	31	27	-1	30.5	31.5	26.5	27.5
#132C44	32	27	-1	31.5	32.5	26.5	27.5
#142D46	33	27	-1	32.5	33.5	26.5	27.5
#142D45	34	27	-1	33.5	34.5	26.5	27.5
#132C44	35	27	-1	34.5	35.5	26.5	27.5
#132B43	36	27	-1	35.5	36.5	26.5	27.5
#132B43	38	27	-1	37.5	38.5	26.5	27.5
#132B43	40	27	-1	39.5	40.5	26.5	27.5
#132B43	41	27	-1	40.5	41.5	26.5	27.5
#132B43	21	28	-1	20.5	21.5	27.5	28.5
#132C44	27	28	-1	26.5	27.5	27.5	28.5
#153049	28	28	-1	27.5	28.5	27.5	28.5
#152E47	29	28	-1	28.5	29.5	27.5	28.5
#132B43	30	28	-1	29.5	30.5	27.5	28.5
#152F48	31	28	-1	30.5	31.5	27.5	28.5
#16314B	32	28	-1	31.5	32.5	27.5	28.5
#152F48	33	28	-1	32.5	33.5	27.5	28.5
#142D45	34	28	-1	33.5	34.5	27.5	28.5
#153049	35	28	-1	34.5	35.5	27.5	28.5
#132B43	36	28	-1	35.5	36.5	27.5	28.5
#132C44	37	28	-1	36.5	37.5	27.5	28.5
#132B43	39	28	-1	38.5	39.5	27.5	28.5
#132C44	40	28	-1	39.5	40.5	27.5	28.5
#132B43	42	28	-1	41.5	42.5	27.5	28.5
#132B43	24	29	-1	23.5	24.5	28.5	29.5
#132C44	25	29	-1	24.5	25.5	28.5	29.5
#132C44	26	29	-1	25.5	26.5	28.5	29.5
#142D45	27	29	-1	26.5	27.5	28.5	29.5
#132B43	28	29	-1	27.5	28.5	28.5	29.5
#152E47	29	29	-1	28.5	29.5	28.5	29.5
#142D46	30	29	-1	29.5	30.5	28.5	29.5
#16314B	31	29	-1	30.5	31.5	28.5	29.5
#16314B	32	29	-1	31.5	32.5	28.5	29.5
#152F48	33	29	-1	32.5	33.5	28.5	29.5
#16314B	34	29	-1	33.5	34.5	28.5	29.5
#142D46	35	29	-1	34.5	35.5	28.5	29.5
#152F48	36	29	-1	35.5	36.5	28.5	29.5
#132C44	37	29	-1	36.5	37.5	28.5	29.5
#142D45	41	29	-1	40.5	41.5	28.5	29.5
#132B43	45	29	-1	44.5	45.5	28.5	29.5
#132B43	20	30	-1	19.5	20.5	29.5	30.5
#132B43	22	30	-1	21.5	22.5	29.5	30.5
#132B43	23	30	-1	22.5	23.5	29.5	30.5
#132B43	24	30	-1	23.5	24.5	29.5	30.5
#132B43	25	30	-1	24.5	25.5	29.5	30.5
#142D45	26	30	-1	25.5	26.5	29.5	30.5
#153049	27	30	-1	26.5	27.5	29.5	30.5
#152E47	28	30	-1	27.5	28.5	29.5	30.5
#142D46	29	30	-1	28.5	29.5	29.5	30.5
#153049	30	30	-1	29.5	30.5	29.5	30.5
#142D45	31	30	-1	30.5	31.5	29.5	30.5
#132C44	32	30	-1	31.5	32.5	29.5	30.5
#153049	33	30	-1	32.5	33.5	29.5	30.5
#152F48	34	30	-1	33.5	34.5	29.5	30.5
#16314B	35	30	-1	34.5	35.5	29.5	30.5
#142D46	36	30	-1	35.5	36.5	29.5	30.5
#152F48	37	30	-1	36.5	37.5	29.5	30.5
#142D45	38	30	-1	37.5	38.5	29.5	30.5
#132B43	39	30	-1	38.5	39.5	29.5	30.5
#132B43	42	30	-1	41.5	42.5	29.5	30.5
#132B43	23	31	-1	22.5	23.5	30.5	31.5
#142D46	28	31	-1	27.5	28.5	30.5	31.5
#152E47	29	31	-1	28.5	29.5	30.5	31.5
#142D46	30	31	-1	29.5	30.5	30.5	31.5
#142D45	31	31	-1	30.5	31.5	30.5	31.5
#152F48	32	31	-1	31.5	32.5	30.5	31.5
#16314C	33	31	-1	32.5	33.5	30.5	31.5
#153049	34	31	-1	33.5	34.5	30.5	31.5
#152E47	35	31	-1	34.5	35.5	30.5	31.5
#132B43	36	31	-1	35.5	36.5	30.5	31.5
#152E47	37	31	-1	36.5	37.5	30.5	31.5
#132C44	38	31	-1	37.5	38.5	30.5	31.5
#132C44	39	31	-1	38.5	39.5	30.5	31.5
#132B43	41	31	-1	40.5	41.5	30.5	31.5
#132B43	23	32	-1	22.5	23.5	31.5	32.5
#132C44	26	32	-1	25.5	26.5	31.5	32.5
#132B43	27	32	-1	26.5	27.5	31.5	32.5
#132C44	28	32	-1	27.5	28.5	31.5	32.5
#153049	29	32	-1	28.5	29.5	31.5	32.5
#16314C	30	32	-1	29.5	30.5	31.5	32.5
#152F48	31	32	-1	30.5	31.5	31.5	32.5
#16314C	32	32	-1	31.5	32.5	31.5	32.5
#17334E	33	32	-1	32.5	33.5	31.5	32.5
#16314B	34	32	-1	33.5	34.5	31.5	32.5
#152E47	35	32	-1	34.5	35.5	31.5	32.5
#153049	36	32	-1	35.5	36.5	31.5	32.5
#152F48	37	32	-1	36.5	37.5	31.5	32.5
#132B43	38	32	-1	37.5	38.5	31.5	32.5
#132B43	39	32	-1	38.5	39.5	31.5	32.5
#132C44	40	32	-1	39.5	40.5	31.5	32.5
#132B43	41	32	-1	40.5	41.5	31.5	32.5
#132B43	44	32	-1	43.5	44.5	31.5	32.5
#132B43	24	33	-1	23.5	24.5	32.5	33.5
#132C44	26	33	-1	25.5	26.5	32.5	33.5
#152E47	27	33	-1	26.5	27.5	32.5	33.5
#142D45	28	33	-1	27.5	28.5	32.5	33.5
#153049	29	33	-1	28.5	29.5	32.5	33.5
#152E47	30	33	-1	29.5	30.5	32.5	33.5
#17344F	31	33	-1	30.5	31.5	32.5	33.5
#142D46	32	33	-1	31.5	32.5	32.5	33.5
#16314B	33	33	-1	32.5	33.5	32.5	33.5
#17324D	34	33	-1	33.5	34.5	32.5	33.5
#142D46	35	33	-1	34.5	35.5	32.5	33.5
#142D45	36	33	-1	35.5	36.5	32.5	33.5
#132C44	37	33	-1	36.5	37.5	32.5	33.5
#132B43	38	33	-1	37.5	38.5	32.5	33.5
#132C44	39	33	-1	38.5	39.5	32.5	33.5
#132C44	40	33	-1	39.5	40.5	32.5	33.5
#132B43	43	33	-1	42.5	43.5	32.5	33.5
#132B43	22	34	-1	21.5	22.5	33.5	34.5
#132B43	23	34	-1	22.5	23.5	33.5	34.5
#132C44	25	34	-1	24.5	25.5	33.5	34.5
#142D45	27	34	-1	26.5	27.5	33.5	34.5
#142D46	28	34	-1	27.5	28.5	33.5	34.5
#142D45	29	34	-1	28.5	29.5	33.5	34.5
#152E47	30	34	-1	29.5	30.5	33.5	34.5
#142D45	31	34	-1	30.5	31.5	33.5	34.5
#152E47	32	34	-1	31.5	32.5	33.5	34.5
#152E47	33	34	-1	32.5	33.5	33.5	34.5
#152E47	34	34	-1	33.5	34.5	33.5	34.5
#142D46	35	34	-1	34.5	35.5	33.5	34.5
#132C44	37	34	-1	36.5	37.5	33.5	34.5
#132C44	39	34	-1	38.5	39.5	33.5	34.5
#142D45	40	34	-1	39.5	40.5	33.5	34.5
#132B43	44	34	-1	43.5	44.5	33.5	34.5
#132B43	45	34	-1	44.5	45.5	33.5	34.5
#132B43	25	35	-1	24.5	25.5	34.5	35.5
#132B43	26	35	-1	25.5	26.5	34.5	35.5
#132B43	28	35	-1	27.5	28.5	34.5	35.5
#142D45	30	35	-1	29.5	30.5	34.5	35.5
#132C44	31	35	-1	30.5	31.5	34.5	35.5
#132B43	32	35	-1	31.5	32.5	34.5	35.5
#142D46	33	35	-1	32.5	33.5	34.5	35.5
#152E47	34	35	-1	33.5	34.5	34.5	35.5
#142D45	35	35	-1	34.5	35.5	34.5	35.5
#142D46	36	35	-1	35.5	36.5	34.5	35.5
#142D45	37	35	-1	36.5	37.5	34.5	35.5
#132B43	28	36	-1	27.5	28.5	35.5	36.5
#132B43	29	36	-1	28.5	29.5	35.5	36.5
#132B43	30	36	-1	29.5	30.5	35.5	36.5
#132C44	31	36	-1	30.5	31.5	35.5	36.5
#132B43	32	36	-1	31.5	32.5	35.5	36.5
#142D45	33	36	-1	32.5	33.5	35.5	36.5
#142D46	34	36	-1	33.5	34.5	35.5	36.5
#142D45	35	36	-1	34.5	35.5	35.5	36.5
#152E47	37	36	-1	36.5	37.5	35.5	36.5
#132C44	40	36	-1	39.5	40.5	35.5	36.5
#132B43	29	37	-1	28.5	29.5	36.5	37.5
#132B43	30	37	-1	29.5	30.5	36.5	37.5
#142D45	31	37	-1	30.5	31.5	36.5	37.5
#132C44	32	37	-1	31.5	32.5	36.5	37.5
#132C44	33	37	-1	32.5	33.5	36.5	37.5
#132C44	34	37	-1	33.5	34.5	36.5	37.5
#132B43	35	37	-1	34.5	35.5	36.5	37.5
#142D45	36	37	-1	35.5	36.5	36.5	37.5
#132B43	37	37	-1	36.5	37.5	36.5	37.5
#132B43	38	37	-1	37.5	38.5	36.5	37.5
#132C44	40	37	-1	39.5	40.5	36.5	37.5
#132B43	25	38	-1	24.5	25.5	37.5	38.5
#132B43	29	38	-1	28.5	29.5	37.5	38.5
#132B43	30	38	-1	29.5	30.5	37.5	38.5
#132C44	31	38	-1	30.5	31.5	37.5	38.5
#132B43	32	38	-1	31.5	32.5	37.5	38.5
#142D45	34	38	-1	33.5	34.5	37.5	38.5
#132B43	36	38	-1	35.5	36.5	37.5	38.5
#132B43	37	38	-1	36.5	37.5	37.5	38.5
#132B43	38	38	-1	37.5	38.5	37.5	38.5
#142D45	40	38	-1	39.5	40.5	37.5	38.5
#132B43	42	38	-1	41.5	42.5	37.5	38.5
#132C44	44	38	-1	43.5	44.5	37.5	38.5
#132B43	33	39	-1	32.5	33.5	38.5	39.5
#132C44	35	39	-1	34.5	35.5	38.5	39.5
#132B43	37	39	-1	36.5	37.5	38.5	39.5
#132B43	32	40	-1	31.5	32.5	39.5	40.5
#132B43	34	40	-1	33.5	34.5	39.5	40.5
#132B43	40	40	-1	39.5	40.5	39.5	40.5
#132B43	47	40	-1	46.5	47.5	39.5	40.5
#132B43	32	41	-1	31.5	32.5	40.5	41.5
#132B43	34	41	-1	33.5	34.5	40.5	41.5
#132B43	40	41	-1	39.5	40.5	40.5	41.5
#132B43	35	42	-1	34.5	35.5	41.5	42.5
#132B43	42	42	-1	41.5	42.5	41.5	42.5
#132B43	43	42	-1	42.5	43.5	41.5	42.5
#132B43	37	43	-1	36.5	37.5	42.5	43.5
#132B43	30	47	-1	29.5	30.5	46.5	47.5
#142D46	10	10	-1	9.5	10.5	9.5	10.5
#132B43	28	17	-1	27.5	28.5	16.5	17.5
#132B43	30	18	-1	29.5	30.5	17.5	18.5
#132B43	33	18	-1	32.5	33.5	17.5	18.5
#132B43	35	18	-1	34.5	35.5	17.5	18.5
#132B43	28	19	-1	27.5	28.5	18.5	19.5
#132C44	31	19	-1	30.5	31.5	18.5	19.5
#132B43	32	19	-1	31.5	32.5	18.5	19.5
